Channels in measurement: A, B
General Device configurations:
Number of runs	1	Threshold voltage	1.0
Channel A:	Average cycles	1	number of stops	1	stop mask	0	mode	2	stop edge	RISE	start edge	RISE
Channel B:	Average cycles	1	number of stops	1	stop mask	0	mode	2	stop edge	RISE	start edge	RISE


Start Time (YY:MM:DD:HH:MM:SS)	Stop Time (ps)	Channel
2025-09-11 18:39:39.402276	210219320	B
2025-09-11 18:39:39.406501	110118682	A
2025-09-11 18:39:39.406501	210219208	B
2025-09-11 18:39:39.410726	110118857	A
2025-09-11 18:39:39.410726	210221115	B
2025-09-11 18:39:39.414949	110118623	A
2025-09-11 18:39:39.414949	210219556	B
2025-09-11 18:39:39.419174	110118796	A
2025-09-11 18:39:39.419174	210219364	B
2025-09-11 18:39:39.423398	110118685	A
2025-09-11 18:39:39.423398	210219248	B
2025-09-11 18:39:39.427623	110118680	A
2025-09-11 18:39:39.427623	210219380	B
2025-09-11 18:39:39.431848	110117050	A
2025-09-11 18:39:39.431848	210217778	B
2025-09-11 18:39:39.436071	110118683	A
2025-09-11 18:39:39.436071	210219257	B
2025-09-11 18:39:39.440296	110118742	A
2025-09-11 18:39:39.440296	210219377	B
2025-09-11 18:39:39.444520	110118768	A
2025-09-11 18:39:39.444520	210219413	B
2025-09-11 18:39:39.448745	110118862	A
2025-09-11 18:39:39.448745	210222768	B
2025-09-11 18:39:39.452968	110118568	A
2025-09-11 18:39:39.452968	210219387	B
2025-09-11 18:39:39.457193	110118740	A
2025-09-11 18:39:39.457193	210219307	B
2025-09-11 18:39:39.461417	110118862	A
2025-09-11 18:39:39.461417	210219566	B
2025-09-11 18:39:39.465642	110118857	A
2025-09-11 18:39:39.465642	210219426	B
2025-09-11 18:39:39.469867	110115407	A
2025-09-11 18:39:39.469867	210216094	B
2025-09-11 18:39:39.474090	110118740	A
2025-09-11 18:39:39.474090	210219393	B
2025-09-11 18:39:39.478315	110118745	A
2025-09-11 18:39:39.478315	210219546	B
2025-09-11 18:39:39.482539	110118684	A
2025-09-11 18:39:39.482539	210219238	B
2025-09-11 18:39:39.486764	110118627	A
2025-09-11 18:39:39.486764	210221122	B
2025-09-11 18:39:39.490987	110118803	A
2025-09-11 18:39:39.490987	210219390	B
2025-09-11 18:39:39.495212	110118568	A
2025-09-11 18:39:39.495212	210219270	B
2025-09-11 18:39:39.499437	110118689	A
2025-09-11 18:39:39.499437	210219440	B
2025-09-11 18:39:39.503661	110118744	A
2025-09-11 18:39:39.503661	210219483	B
2025-09-11 18:39:39.507886	110116990	A
2025-09-11 18:39:39.507886	210217715	B
2025-09-11 18:39:39.512109	110118565	A
2025-09-11 18:39:39.512109	210219380	B
2025-09-11 18:39:39.516334	110118799	A
2025-09-11 18:39:39.516334	210219503	B
2025-09-11 18:39:39.520558	110118745	A
2025-09-11 18:39:39.520558	210219510	B
2025-09-11 18:39:39.524783	110118624	A
2025-09-11 18:39:39.524783	210221051	B
2025-09-11 18:39:39.529006	110118629	A
2025-09-11 18:39:39.529006	210219393	B
2025-09-11 18:39:39.533231	110118627	A
2025-09-11 18:39:39.533231	210219185	B
2025-09-11 18:39:39.537456	110118977	A
2025-09-11 18:39:39.537456	210219486	B
2025-09-11 18:39:39.541680	110118921	A
2025-09-11 18:39:39.541680	210219546	B
2025-09-11 18:39:39.545905	110117049	A
2025-09-11 18:39:39.545905	210217751	B
2025-09-11 18:39:39.550128	110118859	A
2025-09-11 18:39:39.550128	210219522	B
2025-09-11 18:39:39.554353	110118800	A
2025-09-11 18:39:39.554353	210219433	B
2025-09-11 18:39:39.558578	110118684	A
2025-09-11 18:39:39.558578	210219486	B
2025-09-11 18:39:39.562802	110118684	A
2025-09-11 18:39:39.562802	210221111	B
2025-09-11 18:39:39.567025	110118745	A
2025-09-11 18:39:39.567025	210219244	B
2025-09-11 18:39:39.571250	110118740	A
2025-09-11 18:39:39.571250	210219304	B
2025-09-11 18:39:39.575475	110118800	A
2025-09-11 18:39:39.575475	210219397	B
2025-09-11 18:39:39.579699	110118740	A
2025-09-11 18:39:39.579699	210219406	B
2025-09-11 18:39:39.583924	110123772	A
2025-09-11 18:39:39.583924	210224207	B
2025-09-11 18:39:39.588147	110118738	A
2025-09-11 18:39:39.588147	210219208	B
2025-09-11 18:39:39.592372	110118627	A
2025-09-11 18:39:39.592372	210219307	B
2025-09-11 18:39:39.596597	110118915	A
2025-09-11 18:39:39.596597	210219387	B
2025-09-11 18:39:39.600821	110115238	A
2025-09-11 18:39:39.600821	210215978	B
2025-09-11 18:39:39.605045	110118803	A
2025-09-11 18:39:39.605045	210219380	B
2025-09-11 18:39:39.609269	110118803	A
2025-09-11 18:39:39.609269	210219141	B
2025-09-11 18:39:39.613494	110119032	A
2025-09-11 18:39:39.613494	210219566	B
2025-09-11 18:39:39.617718	110118567	A
2025-09-11 18:39:39.617718	210222606	B
2025-09-11 18:39:39.621943	110118688	A
2025-09-11 18:39:39.621943	210219198	B
2025-09-11 18:39:39.626167	110118685	A
2025-09-11 18:39:39.626167	210219424	B
2025-09-11 18:39:39.630391	110118625	A
2025-09-11 18:39:39.630391	210219353	B
2025-09-11 18:39:39.634616	110118861	A
2025-09-11 18:39:39.634616	210219493	B
2025-09-11 18:39:39.638840	110117108	A
2025-09-11 18:39:39.638840	210217705	B
2025-09-11 18:39:39.643064	110118856	A
2025-09-11 18:39:39.643064	210219562	B
2025-09-11 18:39:39.647288	110118709	A
2025-09-11 18:39:39.647288	210219357	B
2025-09-11 18:39:39.651513	110118625	A
2025-09-11 18:39:39.651513	210219324	B
2025-09-11 18:39:39.655738	110118566	A
2025-09-11 18:39:39.655738	210220878	B
2025-09-11 18:39:39.659961	110118745	A
2025-09-11 18:39:39.659961	210219430	B
2025-09-11 18:39:39.664186	110118686	A
2025-09-11 18:39:39.664186	210219380	B
2025-09-11 18:39:39.668410	110118803	A
2025-09-11 18:39:39.668410	210219370	B
2025-09-11 18:39:39.672635	110118682	A
2025-09-11 18:39:39.672635	210219314	B
2025-09-11 18:39:39.676859	110117164	A
2025-09-11 18:39:39.676859	210217758	B
2025-09-11 18:39:39.681083	110118746	A
2025-09-11 18:39:39.681083	210219499	B
2025-09-11 18:39:39.685307	110118680	A
2025-09-11 18:39:39.685307	210219430	B
2025-09-11 18:39:39.689532	110118618	A
2025-09-11 18:39:39.689532	210219357	B
2025-09-11 18:39:39.693757	110118805	A
2025-09-11 18:39:39.693757	210221165	B
2025-09-11 18:39:39.697980	110118803	A
2025-09-11 18:39:39.697980	210219546	B
2025-09-11 18:39:39.702205	110118630	A
2025-09-11 18:39:39.702205	210219364	B
2025-09-11 18:39:39.706429	110118799	A
2025-09-11 18:39:39.706429	210219517	B
2025-09-11 18:39:39.710654	110118799	A
2025-09-11 18:39:39.710654	210219493	B
2025-09-11 18:39:39.714879	110117108	A
2025-09-11 18:39:39.714879	210217881	B
2025-09-11 18:39:39.719102	110118625	A
2025-09-11 18:39:39.719102	210219211	B
2025-09-11 18:39:39.723327	110118571	A
2025-09-11 18:39:39.723327	210219374	B
2025-09-11 18:39:39.727551	110118743	A
2025-09-11 18:39:39.727551	210219430	B
2025-09-11 18:39:39.731776	110118740	A
2025-09-11 18:39:39.731776	210221101	B
2025-09-11 18:39:39.735999	110118628	A
2025-09-11 18:39:39.735999	210219675	B
2025-09-11 18:39:39.740224	110118801	A
2025-09-11 18:39:39.740224	210219440	B
2025-09-11 18:39:39.744448	110118565	A
2025-09-11 18:39:39.744448	210219261	B
2025-09-11 18:39:39.748673	110118682	A
2025-09-11 18:39:39.748673	210219327	B
2025-09-11 18:39:39.752898	110117093	A
2025-09-11 18:39:39.752898	210217649	B
2025-09-11 18:39:39.757121	110118683	A
2025-09-11 18:39:39.757121	210219383	B
2025-09-11 18:39:39.761346	110118682	A
2025-09-11 18:39:39.761346	210219327	B
2025-09-11 18:39:39.765570	110118679	A
2025-09-11 18:39:39.765570	210219307	B
2025-09-11 18:39:39.769795	110118688	A
2025-09-11 18:39:39.769795	210217815	B
2025-09-11 18:39:39.774018	110118742	A
2025-09-11 18:39:39.774018	210219327	B
2025-09-11 18:39:39.778243	110118508	A
2025-09-11 18:39:39.778243	210219320	B
2025-09-11 18:39:39.782467	110118686	A
2025-09-11 18:39:39.782467	210219324	B
2025-09-11 18:39:39.786692	110118802	A
2025-09-11 18:39:39.786692	210219546	B
2025-09-11 18:39:39.790917	110156910	A
2025-09-11 18:39:39.790917	210257700	B
2025-09-11 18:39:39.795140	110118918	A
2025-09-11 18:39:39.795140	210219420	B
2025-09-11 18:39:39.799365	110118859	A
2025-09-11 18:39:39.799365	210219486	B
2025-09-11 18:39:39.803589	110118860	A
2025-09-11 18:39:39.803589	210219191	B
2025-09-11 18:39:39.807814	110118862	A
2025-09-11 18:39:39.807814	210217709	B
2025-09-11 18:39:39.812037	110118916	A
2025-09-11 18:39:39.812037	210219569	B
2025-09-11 18:39:39.816262	110118862	A
2025-09-11 18:39:39.816262	210219499	B
2025-09-11 18:39:39.820487	110118631	A
2025-09-11 18:39:39.820487	210219251	B
2025-09-11 18:39:39.824711	110118569	A
2025-09-11 18:39:39.824711	210219324	B
2025-09-11 18:39:39.828936	110118801	A
2025-09-11 18:39:39.828936	210219552	B
2025-09-11 18:39:39.833159	110118863	A
2025-09-11 18:39:39.833159	210219475	B
2025-09-11 18:39:39.837384	110118624	A
2025-09-11 18:39:39.837384	210219383	B
2025-09-11 18:39:39.841608	110118802	A
2025-09-11 18:39:39.841608	210219573	B
2025-09-11 18:39:39.845833	110117220	A
2025-09-11 18:39:39.845833	210217831	B
2025-09-11 18:39:39.850056	110118919	A
2025-09-11 18:39:39.850056	210219503	B
2025-09-11 18:39:39.854281	110118680	A
2025-09-11 18:39:39.854281	210219261	B
2025-09-11 18:39:39.858506	110118918	A
2025-09-11 18:39:39.858506	210219546	B
2025-09-11 18:39:39.862730	110118855	A
2025-09-11 18:39:39.862730	210221152	B
2025-09-11 18:39:39.866954	110118800	A
2025-09-11 18:39:39.866954	210219393	B
